block_date,avg_whale_tx_size_usd,total_whale_volume_usd,unique_whale_senders,whale_exchange_deposits_usd,whale_exchange_withdrawals_usd,whale_net_exchange_flow_usd,whale_tx_count,price_usd,daily_return,next_day_price_direction
2023-04-09,529315.915247117,1248126928.152702,839,159364285.41618097,162785543.12063476,3421257.704453796,1806,1851.0506710706206,-0.004779570505566988,1
2023-04-08,599243.8994320113,1299760017.8680325,751,190846005.22030863,190674985.0598183,-171020.16049033403,1632,1866.6575447874154,0.008431359530405524,1
2023-04-07,628458.7438955061,1502016397.9102597,923,88947126.67466988,80703393.40451835,-8243733.270151526,1879,1872.2466823679094,0.002994195478491335,1
2023-04-06,891115.5727917509,3403170372.491697,1304,168375764.69714817,208070503.34327757,39694738.6461294,2920,1911.3386899517511,0.020879731261908452,0
2023-04-05,1040208.5029598793,4796401407.148004,1483,1055644824.8409116,1022286283.2065023,-33358541.63440931,3548,1871.333525898643,-0.020930442241044123,0
2023-04-04,679666.9932966497,3352117610.939076,1534,424930795.5200274,307143938.08570683,-117786857.43432057,3814,1810.466255484756,-0.03252614756883476,0
2023-04-03,872702.6761424838,3797129343.895947,1300,368125707.5955689,391133202.809234,23007495.213665128,3407,1797.7369883938552,-0.007030933082755819,1
2023-04-02,499703.02432248055,1264248651.5358758,860,75254271.2241876,82233372.06379563,6979100.8396080285,1974,1823.0003798253083,0.01405288515202896,1
2023-04-01,651841.5610995926,1585930518.1553087,877,230838646.77280962,219810786.29470545,-11027860.478104174,1877,1824.0200055528176,0.000559311856866973,0
2023-03-31,1028145.9040776078,4109499178.5981984,1410,517172389.9214623,401286929.1101693,-115885460.811293,3211,1792.9085783080432,-0.017056516458187287,1
2023-03-30,715111.7268379185,2754610371.779662,1340,289850202.4227647,232139292.56586894,-57710909.856895775,3078,1795.5369478273235,0.001465980781775622,0
2023-03-29,658667.5300238546,2929753173.5461054,1619,396804392.6131456,380239600.36467046,-16564792.248475134,3475,1776.0436393298319,-0.010856534320320965,0
2023-03-28,743100.796294062,2798517598.8434377,1217,440071732.9963973,354270589.8334425,-85801143.1629548,2924,1719.1709726748606,-0.03202211105377539,1
2023-03-27,729625.416532703,3072452629.0192122,1300,403106032.73038876,510410750.0460835,107304717.31569475,3270,1776.867690456723,0.033560779409910646,0
2023-03-26,578016.8487399928,1350247358.6566231,832,147902655.00814974,127014437.86771208,-20888217.140437663,1771,1753.982636507409,-0.012879436140476819,0
2023-03-25,971149.7475956384,2593940975.82795,846,126696361.11176197,154841980.6033058,28145619.491543815,1990,1751.2194078261725,-0.001575402528920633,1
2023-03-24,1025555.7056867505,4375020640.459678,1367,620664634.2787516,637964669.02545,17300034.74669838,3381,1824.9566578949327,0.04210623165734084,0
2023-03-23,907381.77501786,4837252242.620212,1643,409559966.0377856,321378310.28544,-88181655.75234556,3953,1747.6400281141143,-0.04236628275325849,1
2023-03-22,1167529.1432658257,5675359165.415178,1465,535183029.07515526,593494324.9498225,58311295.87466729,3700,1811.4112436682735,0.03648990325712265,0
2023-03-21,791689.8673740302,3792986154.5889783,1444,485002424.858618,403626858.39969367,-81375566.45892435,3758,1744.4414599600184,-0.036971054442963,1
2023-03-20,815866.0309601485,4391806844.65848,1574,435061945.8487084,346552887.86344445,-88509057.98526394,4186,1801.3674190114587,0.03263277120961394,0
2023-03-19,704655.0990544083,2670642825.4162073,1038,246646119.1362952,280302424.33744675,33656305.20115155,2790,1769.4253269123851,-0.017732136021757605,1
2023-03-18,865183.4942181044,4256702791.553074,1416,713883462.3046627,682574802.4002551,-31308659.90440762,3607,1793.2988017342332,0.013492219456080035,0
2023-03-17,838386.918407583,5369868212.400569,1791,461061466.8670399,392649442.16322047,-68412024.70381945,4615,1679.7924762080895,-0.06329470884404531,0
2023-03-16,664878.336233191,2891555884.2781477,1366,454093733.92368233,431114326.2008074,-22979407.72287494,3284,1658.0701085663115,-0.012931578126134546,1
2023-03-15,965920.2580585092,6067911061.123555,1708,791413452.2603326,694342200.1530635,-97071252.10726905,4811,1708.300897366666,0.030294731532062746,0
2023-03-14,858598.9945484081,6988137216.629494,2198,785524232.2576964,808698468.1802772,23174235.92258084,6009,1678.915634393308,-0.01720145614783397,0
2023-03-13,766143.3763770575,6919040832.061207,2514,767504596.9050282,680068297.021213,-87436299.88381517,6517,1588.1968020530471,-0.054034181635959855,0
2023-03-12,727765.1362675827,4572548351.169222,1459,490465538.64688027,438935372.838507,-51530165.80837327,4406,1474.40324440156,-0.071649532038087,0
2023-03-11,794565.566331135,11623699669.858173,2558,1759107159.4113429,1959754242.8182378,200647083.40689492,9179,1429.6031691041849,-0.03038522566162616,1
2023-03-10,878333.6572990413,5695115433.926984,1586,436002680.1802742,526343369.7348162,90340689.554542,4812,1440.1676618801841,0.00738980788817023,1
2023-03-09,967940.553533778,4085677076.466077,1312,371907820.515672,391835981.79377145,19928161.278099418,3283,1535.2602520971097,0.06602883312403995,1
2023-03-08,798918.0502036564,2289699131.8836794,1016,144685316.62704092,148056018.15058857,3370701.5235476494,2368,1563.8131822475007,0.01859810420506136,1
2023-03-07,660426.9887911313,2046002811.2749248,1117,218430539.63271618,190649915.03710017,-27780624.595616013,2486,1567.3501465252189,0.002261756274898996,0
2023-03-06,777724.0114663108,2206403020.529924,1017,427132573.8592806,448446337.37386644,21313763.514585853,2303,1563.2256620056303,-0.0026315016645976907,1
2023-03-05,506056.682730304,924059502.6655351,674,54046465.08216162,86465883.22273944,32419418.140577823,1420,1568.4956010562191,0.0033711953294237595,1
2023-03-04,641679.8720378781,1158232169.0283701,720,82056543.13552915,95295128.47840221,13238585.342873067,1416,1570.668210599776,0.0013851550122894185,1
2023-03-03,665681.0629200127,2741940298.1675324,1346,440731347.33121,451589972.59824616,10858625.26703614,3229,1647.6646669077718,0.04902146474244473,1
2023-03-02,594224.1534754907,1935388067.8696735,1183,285453696.95078087,299602905.8202786,14149208.869497716,2540,1663.925777294461,0.009869186803166174,0
2023-03-01,715557.2195031614,2440765675.7252836,1215,141410724.4091229,122735570.70729558,-18675153.701827332,2628,1606.632639454843,-0.03443250812111143,1
2023-02-28,724448.6586417411,2258830917.644949,1128,134427659.49954706,135603249.6232782,1175590.1237311363,2466,1633.9766289833817,0.01701944107012343,1
2023-02-27,912360.7039970299,3109325279.221878,1220,524695180.26436913,671687907.6359383,146992727.37156916,2754,1640.5827101943062,0.0040429471840333076,0
2023-02-26,873643.2409058351,1880953897.6702628,774,223120985.86792538,229481928.47969666,6360942.6117712855,1634,1593.9519737908456,-0.028423276750208948,1
2023-02-25,586539.4679257512,1340829223.6782672,891,65676511.058873475,54180752.5252919,-11495758.533581577,1749,1608.1034936538365,0.008878259882156181,1
2023-02-24,763202.1701980234,2848270499.1790233,1263,331772846.0336239,171011674.62903798,-160761171.4045859,2786,1651.850006691427,0.027203792050841447,0
2023-02-23,971794.3219860967,3260369950.2633543,1175,428008686.0512623,390024650.9276958,-37984035.12356651,2598,1643.1733937453491,-0.005252663928885903,1
2023-02-22,728781.5970621521,2679001150.8004713,1278,223439849.89047825,234757706.67161745,11317856.781139195,2865,1656.582369571119,0.008160414401067184,1
2023-02-21,705844.2957518201,2696325209.7719526,1292,237249853.54918432,238784744.78409332,1534891.234908998,2856,1700.1986814992663,0.026329093396931125,0
2023-02-20,693832.6388082767,2241773255.989542,1227,209518028.391477,208041069.14122528,-1476959.2502517104,2500,1680.3786857000732,-0.011657458634020013,1
2023-02-19,523351.44533426093,1327219265.3676858,879,259862238.38494775,257467599.0426369,-2394639.342310846,1885,1692.518962831222,0.007224726922842928,1
