block_date,avg_whale_tx_size_usd,total_whale_volume_usd,unique_whale_senders,whale_exchange_deposits_usd,whale_exchange_withdrawals_usd,whale_net_exchange_flow_usd,whale_tx_count,price_usd,daily_return,next_day_price_direction
2025-01-14,722505.0185328289,5462860445.126719,2835,581097194.8383898,679187152.2065562,98089957.36816645,5109,3134.5520394596483,-0.027985794696544164,1
2025-01-13,876382.340065697,8507043375.01772,2638,1007918340.9640965,1043323793.2803768,35405452.316280246,6940,3264.070968533687,0.04131975715942038,1
2025-01-12,962787.4666673482,4243967153.0696707,1593,339357115.9522878,332439712.81329966,-6917403.138988137,2666,3283.591322828503,0.005980370673001945,0
2025-01-11,625336.1231947128,2440686888.828964,1305,255384171.29171845,289626699.21797067,34242527.926252216,2693,3269.1759954060667,-0.004390110097507227,0
2025-01-10,882596.1880623916,6171112546.932242,2006,618183680.516961,708007651.0924724,89823970.57551146,4787,3219.09284475812,-0.015319808636281684,1
2025-01-09,927036.80414318,8940342939.156828,2212,1025493961.8159891,864113312.3706709,-161380649.44531822,7333,3325.1300293537356,0.032940082721840014,1
2025-01-08,695823.9548101255,7945613739.976823,2330,805943007.1347935,733968240.1805493,-71974766.95424426,8974,3380.0211263090155,0.01650795501851343,1
2025-01-07,902234.1391005302,7755604659.708158,2422,1182791953.7273386,1281923785.7811892,99131832.05385065,5926,3687.1447140588307,0.0908643988522031,0
2025-01-06,925510.0250327048,7161596573.70307,2367,579228809.7664301,565425991.8351951,-13802817.931235075,5410,3635.8549961807084,-0.013910416285685234,1
2025-01-05,592788.6388425854,2895772500.7460294,1402,309797355.6423295,396810252.32574826,87012896.68341875,3077,3660.37804173532,0.006744780960839192,0
2025-01-04,666781.4471256761,4044029476.8172255,2709,385820532.7977371,439265601.22541714,53445068.427680016,3701,3604.2913795931763,-0.015322641951910021,0
2025-01-03,719458.348107306,6687365345.65741,3568,626622385.7845349,680706997.3097585,54084611.52522361,5666,3448.140436960939,-0.04332361792843242,0
2025-01-02,1080095.0434455383,8636439967.390524,2738,813035992.0741737,837557401.4489162,24521409.374742508,5332,3348.967247123586,-0.02876135460560325,0
2025-01-01,1314707.2405326094,6898268891.074602,1728,461586187.960858,337549438.1661864,-124036749.7946716,3830,3336.6175137659498,-0.0036876244066713637,1
2024-12-31,865768.5938900947,8507042203.564071,2217,907788512.7244015,911281833.3098966,3493320.5854951143,7902,3359.513941757392,0.006862167418644205,0
2024-12-30,1214665.0975708931,10900404585.601194,2342,832253522.785806,795565777.188124,-36687745.597682,6196,3357.330742971463,-0.0006498555516595284,1
2024-12-29,761179.2262588708,4088293624.236395,1630,245337289.84332237,305398337.1792534,60061047.33593103,3559,3397.8341205085153,0.012064160679386537,0
2024-12-28,642396.4039247435,2720548770.621289,1538,332283445.0597913,289404902.2614009,-42878542.79839045,3171,3328.6111553091764,-0.0203726735162042,0
2024-12-27,1073335.2600994671,7179539554.805336,2123,674035048.1156243,678131441.0554422,4096392.9398179054,5077,3327.7897761683494,-0.0002467633203466768,1
2024-12-26,961805.7024598318,7207771934.23398,2070,749687763.3303916,724010804.6184788,-25676958.71191287,4768,3494.5109273631047,0.05009966446459835,1
2024-12-25,478146.33128700027,4276062640.6996436,2788,356324804.149393,370200373.5110255,13875569.361632466,3538,3497.555287927574,0.0008711835869881224,0
2024-12-24,1210994.0506171028,9694007375.189907,2724,670882303.5855393,919283335.5650915,248401031.97955215,5068,3414.6414419807993,-0.02370622881444262,0
2024-12-23,1134890.3981193705,10910836287.519629,2637,1040221502.6721281,828281817.6880043,-211939684.98412383,7190,3275.8894274015142,-0.04063443173664416,1
2024-12-22,836541.5478963077,6583581981.943941,1778,547134806.6830894,592304630.2510399,45169823.56795049,4685,3337.5972231166807,0.01883695926944462,1
2024-12-21,901433.5331712874,6528181647.226463,1890,618774555.9850271,595401668.6587616,-23372887.326265454,5061,3468.658920056454,0.039268278398610024,0
2024-12-20,975447.9821703772,13184154927.014818,3428,1761805158.9688568,1826496398.5731077,64691239.60425091,9816,3434.6754695380805,-0.009797288030216733,1
2024-12-19,908562.3024147906,10923644561.933027,3309,1235553629.4508119,916654778.623081,-318898850.8277309,8778,3628.2624780444953,0.05636253271184599,1
2024-12-18,718593.0204033444,9258352474.87669,2961,1105432141.7338202,975034695.3023779,-130397446.43144226,10270,3879.4062240100893,0.06921873692582237,1
2024-12-17,888310.6947198737,10444757148.516275,3322,1651780412.7606013,2439491741.5906954,787711328.8300941,8739,3992.857195846062,0.029244416615566537,0
2024-12-16,824181.5782223616,11020956063.98942,5730,1405792283.2554417,1133524108.4815125,-272268174.7739291,8188,3961.3154661802305,-0.0078995386307944,0
2024-12-15,693906.9738628431,4121113517.7714252,1861,473115207.2369219,549979764.5177583,76864557.28083634,4316,3866.9958020348054,-0.023810187537619765,1
2024-12-14,562153.665472888,3968242724.573117,2036,429411854.5824858,441835574.55921614,12423719.976730347,5266,3907.4296595053356,0.010456142064921403,0
2024-12-13,1135527.4472085175,10206120695.510155,2708,1109092035.952968,1027959665.8162961,-81132370.13667178,6343,3878.850012073054,-0.007314180912446511,0
2024-12-12,1162947.2966718583,11479452765.447914,3054,1163250060.2140107,1178058619.9223578,14808559.708347082,7271,3828.1075883404096,-0.013081821564305596,0
2024-12-11,1100364.0392057493,12799434504.041277,2941,1816626511.1833737,2062729267.7785625,246102756.59518886,7591,3626.5886417774996,-0.052641923434099236,1
2024-12-10,975716.5696367554,10510418888.127129,3786,1241557446.1024332,996055898.8332812,-245501547.26915205,7765,3713.3138979971745,0.02391372851627538,1
2024-12-09,1019877.9250964422,10817845151.497963,3258,1112679964.8406951,1358321117.4101057,245641152.56941056,8192,4015.7820212328807,0.08145503761447315,0
2024-12-08,789914.2528268016,4666813405.700744,2064,541186922.034542,468913146.70444703,-72273775.33009493,4464,4000.992076502189,-0.0036829550639183584,1
2024-12-07,822282.8472429444,6711472599.196912,2919,714621908.354671,739611656.3773757,24989748.02270472,5663,4013.726145388712,0.0031827278442539964,0
2024-12-06,1209338.4851078172,16910180037.262608,4625,1560687106.3524947,1628860406.8533053,68173300.50081062,9654,3796.8688671601276,-0.05402891736341486,1
2024-12-05,1051038.5147539945,13996679900.978947,3837,1715834719.9010875,1545713138.9593656,-170121580.94172192,9754,3839.443460715871,0.011213079788975566,0
2024-12-04,1053734.4225400323,15631096423.958838,3700,1710440832.5495656,1788996422.852019,78555590.30245352,9857,3625.7104579497204,-0.055667704174578336,1
2024-12-03,1160780.1372872454,12961271012.94938,3110,1651985492.0816586,1429937195.1251948,-222048296.9564638,8616,3643.855375704235,0.005004513726331927,1
2024-12-02,1032375.8959043039,13191699197.865194,3213,1358952185.8135347,1198346602.669374,-160605583.14416075,8416,3708.8072387383017,0.017825038684888384,1
2024-12-01,677502.1185241282,5335329183.37751,2600,756957523.6928748,587080275.6228416,-169877248.0700332,5194,3709.9094391073327,0.00029718459280347886,0
2024-11-30,671244.8161836305,6459388866.1350765,2406,921012058.6608695,942804445.1658053,21792386.50493586,5666,3598.1933212253616,-0.030112896208283724,0
2024-11-29,1115420.85550409,9366188923.667843,2437,918307277.1788237,1014905488.6142163,96598211.43539262,5677,3579.2407862474997,-0.005267236439482792,1
2024-11-28,948232.6408814227,8725636761.390852,2674,1235401672.9133463,1294264992.6244755,58863319.71112919,6248,3666.1884904377557,0.024292219882030563,0
2024-11-27,969329.4163486579,11883009315.018198,3027,1410161006.2106946,1329709488.9558094,-80451517.2548852,7985,3325.636532587645,-0.09288992061874257,1
2024-11-26,998733.4562794669,8851774623.004915,2686,1188901821.0351424,1240113570.3018374,51211749.26669502,6769,3417.291223691937,0.027560044582796372,0
2024-11-25,1079373.9338693162,14077194845.523623,3328,1860067358.5032368,1428794920.428849,-431272438.0743878,9275,3368.7027619429946,-0.014218414108835842,1
2024-11-24,570978.93574886,4387973121.229989,2170,395460581.47622156,427694009.1731529,32233427.696931362,5049,3394.036961782547,0.007520461622722907,0
2024-11-23,590607.7625336234,7070756133.052539,2675,745877335.9360056,719779037.6830258,-26098298.252979755,9076,3327.7571951719624,-0.019528298411863654,1
2024-11-22,924347.9841662978,12251308182.140112,3251,1218586628.1349008,1193392149.7223694,-25194478.412531376,9535,3365.9369715466096,0.011473125632494918,0
2024-11-21,959203.6077285517,12997208884.721876,3930,1364831618.3642886,1609827484.571172,244995866.20688343,10061,3075.193856649331,-0.08637806273707072,1
2024-11-20,990542.626280595,8617720848.641176,2600,997494892.787839,997007351.2002041,-487541.5876349211,6289,3112.9098010150224,0.01226457456792196,1
2024-11-19,776243.79248473,7423219387.531473,3378,1223569217.571477,1017004032.1277018,-206565185.44377518,6713,3209.4239073326826,0.031004466074214587,0
2024-11-18,1006905.6332760714,8766120443.301477,2589,1257614870.2982776,948820397.2021374,-308794473.09614027,6556,3075.534532601624,-0.04171757256034547,1
2024-11-17,824858.4196408382,4871613826.39879,1762,616050392.5154583,596152689.225107,-19897703.29035139,4344,3133.8802234191417,0.018970910649526163,0
2024-11-16,743757.3169213617,5214482548.935667,2071,867338739.5601234,858998033.5580617,-8340706.002061725,5179,3093.913043390382,-0.012753257042208976,0
2024-11-15,1010990.7563605604,7822035481.961656,2367,616519315.3778405,591599022.7878125,-24920292.590028048,5886,3059.812296932496,-0.011021882638471814,1
2024-11-14,1047246.6211854771,9264990857.627916,2615,666902981.7494075,558332825.21516,-108570156.53424752,6112,3191.8991843987947,0.04316829747978912,1
2024-11-13,835365.0638425063,11001757890.805807,3392,1028267986.9858896,1036011056.001879,7743069.015989423,8231,3260.934386131155,0.02162825256818479,1
2024-11-12,1108893.0442931638,13188064975.778597,3603,1450659397.115399,1906448654.141723,455789257.02632403,9202,3372.7914863430115,0.03430216219240356,0
2024-11-11,901175.8179234345,9686738866.858997,3054,1720923519.5146413,1751903210.090559,30979690.57591772,8237,3191.9044555518153,-0.05363125219084475,0
2024-11-10,966885.775013839,8282343548.768545,2544,1445274048.7741747,1067179683.3333867,-378094365.44078803,6580,3130.035524073996,-0.01938307751355406,0
2024-11-09,998396.6635061818,5959429684.468399,1668,1230913808.8193998,1309289687.2962806,78375878.47688079,4392,2960.9593369382137,-0.054017338089414335,0
2024-11-08,1126602.3099911527,8116043041.176265,2131,671545295.3199993,901444763.6507549,229899468.3307556,5502,2894.9718733838376,-0.02228583916407667,0
2024-11-07,1003399.6686734064,8520869986.374567,2379,1049917715.2591915,1071197904.9173663,21280189.658174753,6605,2720.6217450068793,-0.0602251545101079,0
2024-11-06,1074675.1269900643,8533995183.4281,2256,1321565117.3597174,1482615940.4602904,161050823.10057306,6138,2422.368479855642,-0.10962687690731632,0
2024-11-05,1134576.905720783,5612751952.600714,1631,728689421.7695117,606926979.999792,-121762441.76971972,3842,2395.9472139132804,-0.010907203491987372,1
2024-11-04,888778.6866985823,4390566712.290997,1424,483871147.00032556,463277196.385674,-20593950.61465156,3677,2456.979687344711,0.025473212880907647,1
2024-11-03,753123.8953881277,2615599288.682967,1036,352718299.89802504,340644220.75633395,-12074079.141691089,2493,2491.352150058657,0.013989721970836921,1
2024-11-02,769822.2273343618,2418781438.2845645,1010,255345032.7725012,281593751.6861647,26248718.913663477,2186,2513.8372870612066,0.009025274488803303,1
2024-11-01,922816.6521272715,5024736670.8329935,1619,735800955.7677835,617843558.3000736,-117957397.4677099,4058,2514.750787241073,0.00036338874618824235,1
2024-10-31,968540.727556072,5293075076.093933,1775,609498509.1887987,604420020.5435324,-5078488.6452662945,4191,2657.6141818494384,0.056810160009970856,0
2024-10-30,974699.8344796886,6037290774.767191,1856,609906189.9877787,731779027.4668987,121872837.47912002,4584,2638.637351278122,-0.007140551364047343,0
2024-10-29,1241539.4547135911,7875084761.248309,1929,779806888.8112341,772706137.525996,-7100751.285238147,4693,2564.8138556782997,-0.02797788622375985,0
2024-10-28,1008196.3680126851,5096432640.304123,1655,467850328.3068519,459723039.6732644,-8127288.633587539,3872,2505.502947138879,-0.023124839414022547,0
2024-10-27,809525.2587941737,2128241905.3698828,902,278716779.19854826,283817920.6767027,5101141.478154421,1888,2479.3736032443317,-0.010428781943515708,0
2024-10-26,745912.7563870841,2662908540.3018904,1175,356227628.9667041,395560962.986275,39333334.01957095,2626,2422.09328922875,-0.023102736086497266,1
2024-10-25,1396435.8235757719,8987460960.533669,1921,595510036.7482381,872834526.805644,277324490.05740595,4868,2536.234041319884,0.0471248372631754,0
2024-10-24,754300.7966584394,4616320875.549649,1981,413247479.1669495,385835998.7835339,-27411480.38341564,4539,2524.1038563091197,-0.004782754593283367,1
2024-10-23,844554.4693775737,4632381264.535992,1769,433521513.7652552,414094458.8863571,-19427054.878898084,4033,2619.5653130506435,0.03781994013555079,1
2024-10-22,914460.4700867586,4789029481.844355,1689,416582889.8372869,447448268.28106904,30865378.44378215,4000,2665.731938974013,0.01762377356783884,1
2024-10-21,1010380.5811220193,5750075887.165412,1929,547748610.9181937,551996894.5629096,4248283.644715905,4426,2742.9591411600395,0.028970355592374375,0
2024-10-20,780365.3175609926,2701624729.3961563,1128,621682795.6065168,618956797.5175786,-2725998.0889382362,2558,2649.979289580214,-0.03389764367416104,0
2024-10-19,781092.9453790894,2401860807.0407,1156,216548689.70154744,227442089.27003005,10893399.568482608,2366,2643.156520987104,-0.002574649779315985,0
2024-10-18,994890.043525832,5438068977.912198,1660,675945149.6226486,553300335.4488028,-122644814.17384577,4115,2603.1202923346113,-0.015147127434413488,1
2024-10-17,1027347.8486270722,4924078238.469557,1684,488932235.7250005,475951157.16412014,-12981078.560880363,3719,2611.700159182395,0.003295993225149285,0
2024-10-16,1001981.7728183476,4689274696.789866,1618,495460521.0310739,477929586.6060434,-17530934.42503053,3745,2602.0760435960988,-0.003685000191334775,1
2024-10-15,1000828.2217838551,5570609882.448937,1948,631028830.6340934,550894926.7082645,-80133903.92582893,4440,2628.504376157751,0.010156633441476215,0
2024-10-14,775954.2339838643,4464840662.343155,1731,616919579.8666387,507467133.41938645,-109452446.44725221,4329,2466.8607267086663,-0.06149643535513882,1
2024-10-13,647610.5216154563,1595712325.2604845,905,212641869.38628456,240391561.2099943,27749691.823709726,1831,2477.6130275578225,0.0043586979729910436,0
2024-10-12,737530.6611327556,2229555188.60432,1024,267002473.32118046,297361415.4488674,30358942.127686918,2254,2435.7137843692162,-0.01691113290193924,0
2024-10-11,1149612.3312467365,4969774107.979642,1559,378829136.6785215,480014339.2912004,101185202.61267889,3422,2381.7817088014776,-0.022142205670402926,0
2024-10-10,866222.8908132529,3404255960.896084,1365,404363736.2036111,468312919.1736012,63949182.969990134,3069,2367.615096789395,-0.005947905284406363,1
2024-10-09,930489.5771698856,4270947159.209775,1697,454877099.86121064,354729896.34905684,-100147203.5121538,3586,2441.4651696200294,0.031191756181475183,0
2024-10-08,872959.548663082,3524137697.952862,1377,441799168.5696401,420736597.0459552,-21062571.52368492,3070,2422.7506412955013,-0.007665285811732758,1
2024-10-07,951431.0595347461,4237673939.167759,1521,458087182.01978797,480213221.2244457,22126039.204657733,3474,2438.030912544012,0.006306992964137725,0
2024-10-06,750329.8624005084,1653727016.7307205,771,196873563.35438573,230180427.2788749,33306863.92448917,1648,2415.4038137445546,-0.009280890854598267,1
2024-10-05,1143977.436899383,2801600742.9665895,833,165663985.7585415,154420010.74846312,-11243975.01007837,1744,2416.9184055552637,0.0006270553197318396,0
2024-10-04,885467.4695101539,3589685121.3941636,1374,329284495.0925848,323758995.9363737,-5525499.156211078,3000,2348.0048369247393,-0.02851298929749857,1
2024-10-03,902248.5323122051,4153952242.7653923,1452,377270589.254864,381566401.7739144,4295812.519050419,3434,2365.231040243019,0.00733652803749818,1
2024-10-02,971580.1481243672,4915223969.361174,1591,729775994.1624333,428598794.84028566,-301177199.3221476,3813,2451.631522589772,0.03652940489816836,1
2024-10-01,959057.8581319278,5608570354.355514,1858,560556108.4381437,576734532.4118054,16178423.973661661,4459,2597.3411516834435,0.05943373943069208,1
2024-09-30,1076424.3092875846,5489763977.366681,1761,470737412.3247175,539418102.3025998,68680689.97788227,4003,2659.611211611689,0.023974540228527852,1
2024-09-29,638124.423970016,1630407903.2433908,959,189106843.78805262,212538357.30063963,23431513.51258701,1891,2680.218702062471,0.0077483093622146,1
2024-09-28,671091.5553899576,1996497377.285124,1012,206182153.7342591,195472538.09319893,-10709615.641060174,2060,2698.1928212346033,0.0067062136229036895,0
2024-09-27,942312.9429245295,5322183501.637743,1820,530699784.94100505,494131445.03965706,-36568339.901347995,4193,2630.94983700893,-0.024921489560151278,0
2024-09-26,796040.7616308635,4505590710.8306875,1798,414573914.032168,423849907.50558513,9275993.473417163,4174,2578.566359563475,-0.019910481267483404,1
2024-09-25,992524.7393139771,4641045681.032157,1539,478997151.4685281,533960120.7467956,54962969.2782675,3509,2653.844345308008,0.02919373607172826,0
2024-09-24,967705.550949805,4955620126.413951,1628,520924437.7551205,460716807.3213715,-60207630.43374902,3949,2647.9931622033255,-0.002204795136168225,0
2024-09-23,853195.7122093512,4788987532.631088,1694,481909780.46746993,607311581.7027977,125401801.23532772,4270,2582.847683741262,-0.02460183031887353,1
2024-09-22,646695.2913025924,1707275569.0388439,911,348358893.9738693,287209091.70068765,-61149802.27318168,2025,2614.599604753501,0.012293377271960004,0
2024-09-21,656001.9361138189,1927989690.2385137,857,298606027.0409996,259785872.12491372,-38820154.91608587,2110,2557.6218555442515,-0.021792150930360576,0
2024-09-20,919866.3739178214,4777785946.129165,1621,652530711.6757022,642273731.9644928,-10256979.711209416,4030,2465.2347833172967,-0.03612225631661847,0
2024-09-19,1025714.5489356015,5807595776.073376,1666,1327284223.8936677,940730221.5262444,-386554002.3674233,4220,2361.960992100706,-0.041892071260499764,0
2024-09-18,838227.1145891212,3872609269.40174,1359,398082317.7877516,489517632.60045165,91435314.81270003,3542,2341.0924132597524,-0.008835276666611325,0
2024-09-17,789476.6578660663,3480013107.8736205,1385,388308486.00112,381330277.71998787,-6978208.281132102,3345,2295.1348386540835,-0.01963082462929233,1
2024-09-16,747245.7406132466,3807964294.1651044,1596,514333587.2802909,313794497.7770022,-200539089.5032887,3897,2322.6433317480564,0.011985567309894751,1
2024-09-15,699434.3381904718,1920646692.6710353,909,174098015.32251933,157261366.89350063,-16836648.429018706,2028,2418.0828083179904,0.041090887811046306,1
2024-09-14,627450.8294041594,1695372141.0500388,921,379660065.5490122,384357247.48052514,4697181.931512952,1983,2445.08621032297,0.011167277610216741,0
2024-09-13,735465.0950289101,3349308042.7616563,1478,334182485.54437333,605046964.8379776,270864479.2936043,3445,2362.300238174588,-0.033858099480855164,0
2024-09-12,728420.3150255388,3527011165.3536587,1404,590521913.7455947,267207921.04312786,-323313992.70246685,3481,2342.9639236941434,-0.008185375494600966,1
2024-09-11,1167370.9564775946,4757036647.646198,1340,933436981.185544,818002564.6834197,-115434416.50212431,3092,2389.4740111256497,0.019850961835628178,0
2024-09-10,955385.2554255486,4607823086.917421,1529,651749986.6048504,653210020.6179502,1460034.0130997896,3718,2359.565766831627,-0.01251666440177479,0
2024-09-09,872250.1117683023,3820455489.545164,1341,677433219.4343804,586062034.0106461,-91371185.4237343,3382,2296.4029520764498,-0.02676882994449903,0
2024-09-08,536058.6128126262,1787755473.7301083,841,180052738.44725624,209155976.50020164,29103238.052945405,2181,2272.6972849951912,-0.010322956195393918,0
2024-09-07,653530.0232470437,2320031582.527005,1143,385517575.2586904,299340955.6986633,-86176619.56002712,2715,2223.780428382685,-0.021523700906172283,1
2024-09-06,718296.938107736,4954093982.129055,1814,547437427.3464184,602593980.9244461,55156553.578027725,5082,2367.7700509506026,0.06474992797406642,1
2024-09-05,763460.3741697255,3840969142.447889,1527,275790179.3927729,258282327.84380686,-17507851.54896605,3665,2448.30785784089,0.03401420119236387,0
2024-09-04,828221.75446968,4879882577.335355,1648,567908904.0528362,488087364.8246774,-79821539.22815877,4352,2437.1471557556497,-0.004558537052232747,1
2024-09-03,916645.0920979946,4474144694.530312,1522,883893759.087327,1077018921.4254143,193125162.33808732,3419,2534.9048168403706,0.04011151351852238,0
2024-09-02,658334.8253824736,2842031441.176139,1365,402125266.7509535,323042278.5503571,-79082988.20059639,3286,2430.0202661439344,-0.04137612978587868,1
2024-09-01,741593.170610342,2289298117.6741257,1014,440269924.7723496,217935991.8305279,-222333932.9418217,2195,2513.3643501004462,0.034297690894885324,1
2024-08-31,775459.9049009922,1841717274.1398563,869,384488937.1693409,115130849.28282785,-269358087.88651305,1734,2527.690204915795,0.005699871892738795,0
2024-08-30,894783.281296042,4116897877.243089,1564,463648441.0148799,349227404.44601274,-114421036.56886715,3632,2526.7383553003406,-0.0003765689377612791,1
2024-08-29,836151.2996138909,3697461046.892626,1559,504179656.97881675,492713526.0748224,-11466130.903994322,3382,2527.0269814017706,0.00011422872527533379,0
2024-08-28,843637.2385925063,5098943470.053108,1739,482327104.2274841,648707833.6904404,166380729.4629563,4665,2457.2773517547434,-0.027601458219625452,1
2024-08-27,859385.4273280202,4998185645.339766,1738,442418288.5511832,448261436.3836593,5843147.832476079,4448,2683.0801154902983,0.09189144382676573,1
2024-08-26,979229.0581680482,4023652200.01251,1488,469899744.71473837,409120019.9553706,-60779724.759367764,3104,2745.164671605207,0.02313928524030051,1
2024-08-25,605262.2820115407,1912628811.1564689,944,187606188.96400282,163418704.14346445,-24187484.82053837,2256,2767.840733546234,0.008260364915656293,0
2024-08-24,707385.3687979442,2526780537.3462567,1119,348599712.8770717,304450657.38025546,-44149055.49681622,2557,2763.2554073640704,-0.0016566437969458558,0
2024-08-23,1207000.5306995225,5997585637.045927,1588,535601333.11679643,536012461.2596688,411128.14287239313,3715,2623.289171364539,-0.05065265976736044,1
2024-08-22,953916.282397218,4000724888.3739324,1481,370006177.2253176,187230423.087889,-182775754.1374286,3180,2630.2988017642488,0.002672076901100384,0
2024-08-21,889276.4492390717,3839895707.8143115,1433,346366014.7766639,373515439.4350449,27149424.658380985,3269,2575.643435503567,-0.02077914730601027,1
2024-08-20,673958.2970075686,3427077940.2834864,1571,372581406.156003,310795162.8826105,-61786243.2733925,3724,2640.5904207330605,0.02521582930860755,0
2024-08-19,883326.5449898898,3785937571.826668,1489,335547768.374127,404017239.5518369,68469471.17770994,3229,2614.6012806263716,-0.009842170108105619,0
2024-08-18,570479.8636879557,1310962726.7549222,866,89388009.11635354,111880324.68254203,22492315.566188484,1679,2613.139261446099,-0.0005591748122766305,0
2024-08-17,614243.675910708,1298511130.8752367,790,168343857.602374,157022526.5934016,-11321331.008972377,1513,2592.249006212312,-0.007994313790313123,0
2024-08-16,777502.0879080454,2831662604.1611013,1286,517132808.6070733,461553994.61895263,-55578813.988120675,2685,2569.8604812159274,-0.008636718518448938,1
2024-08-15,803257.3051724079,3576904779.932732,1457,281052939.50864345,284191348.08078885,3138408.5721454024,3170,2662.780395092489,0.03615757141515963,1
2024-08-14,1002364.1677378373,4643953189.1294,1559,404792772.67250043,347154471.1075938,-57638301.56490666,3445,2703.5505587641255,0.015311125073166343,1
2024-08-13,780182.690836515,3797929338.992155,1538,320543594.55578256,438197964.24316376,117654369.68738121,3572,2726.777988551933,0.008591453824494222,0
2024-08-12,965348.1765166714,5188746448.777109,1634,479413388.9434675,492342588.8239878,12929199.880520284,3892,2558.790870730736,-0.061606452203469386,1
2024-08-11,760856.4540876943,2370067854.4831676,1014,262650924.4282883,277856889.7057209,15205965.27743259,2184,2608.0357436286963,0.01924536837349944,0
2024-08-10,752002.0437066351,2027397509.8330884,917,196485509.52624658,163781042.10301194,-32704467.42323464,1867,2602.1840712761878,-0.0022437086480904256,1
2024-08-09,1016780.7079729813,5140843259.511394,1579,602697803.3205875,653113169.4690207,50415366.14843321,3735,2685.012750687489,0.031830445941773755,0
2024-08-08,919641.7836444353,5657636252.980566,1718,341028579.5611142,452013224.7165864,110984645.15547222,4498,2341.590346028249,-0.12790345393008207,1
2024-08-07,1053229.1092803413,7741233953.210508,2493,398127724.31130606,440319936.2849864,42192211.97368032,5495,2455.51137665051,0.04865113610307259,0
2024-08-06,1048750.7047531733,8016650387.133257,2744,688156103.0173151,684697950.9387114,-3458152.0786037445,5888,2415.6311394312143,-0.016241112787551137,1
2024-08-05,851087.3119115997,18296675031.47557,4138,2294066465.979704,2468077601.551526,174011135.57182217,13807,2682.4373928187924,0.11044991473756238,1
2024-08-04,783453.2475601006,4479785669.5486555,1599,479948553.6714448,457908541.7517705,-22040011.919674277,3999,2906.7150241765007,0.08360964246849778,1
2024-08-03,787961.4050534744,3838160004.015474,1440,414892671.6536848,407996161.55828446,-6896510.095400333,3404,2983.300976694291,0.026347939815492438,1
2024-08-02,1033274.3907276748,7600766418.192776,2059,543640946.6660427,627946978.3676364,84306031.70159376,4794,3204.2465237463616,0.074060763154006,1
2024-08-01,820737.8904776244,6487933024.22562,1916,508200048.28321207,551484722.1133285,43284673.83011639,5425,3233.076804863122,0.008997522788306789,1
2024-07-31,881194.7089645598,6859219614.580133,1939,516944961.5114065,442885140.4700468,-74059821.04135966,5067,3276.981779516743,0.013579935554757006,1
2024-07-30,837554.518779788,8661151278.701788,2064,564297423.2638967,622379123.8677044,58081700.60380769,6963,3316.942188773212,0.012194272640222659,0
2024-07-29,966975.9895049391,10677348876.113537,1967,663387534.3140491,501185887.3986919,-162201646.91535723,6286,3272.8501306701373,-0.0132929835956479,0
2024-07-28,377250.24215965875,1871161201.1119075,1189,237631890.97391623,213515429.8915562,-24116461.08236003,2796,3254.611672582785,-0.005572652996370997,1
2024-07-27,522552.1162015255,3414355527.2607675,1327,370187163.7436543,426408780.5208345,56221616.777180195,4010,3278.1869575279507,0.007243655255023684,0
2024-07-26,1141606.3862188722,8867998408.1482,2009,565699858.3738672,547444444.0251411,-18255414.348726034,5362,3173.7633983274727,-0.031854058524844686,1
2024-07-25,1348368.222229476,11407195160.061367,2290,945559745.5361676,938183897.3348863,-7375848.201281309,6330,3336.3802530382436,0.05123786316159151,1
2024-07-24,1070259.830411671,11853127621.809256,4583,652619644.9797097,756114825.8640587,103495180.88434899,5097,3482.9837705931927,0.04394088995744605,0
2024-07-23,1040794.1421303846,9425431751.132763,2234,1106570004.54967,1251346538.4684587,144776533.91878867,5512,3443.073350817144,-0.011458686690708264,1
2024-07-22,1299710.730748016,9217548502.46493,2158,523428967.94018364,402486490.95173365,-120942476.98844999,4813,3533.118349531153,0.026152506652999064,0
2024-07-21,379643.0217622396,3762641988.6855564,1463,411135574.8209337,411130878.8027541,-4696.01817959547,3188,3522.8013028122487,-0.002920096554442697,0
2024-07-20,248891.07600996466,6228499177.149365,1456,283860803.5785812,279421059.6624398,-4439743.916141391,3630,3505.222536388452,-0.004989996571695188,0
2024-07-19,395605.1601249069,6523133485.29959,1925,548976461.6005694,549905037.9787873,928576.3782179356,4781,3428.5520187667257,-0.02187322397530933,0
2024-07-18,559767.7540984434,5034551180.361401,1797,464621194.5845571,564453198.4767054,99832003.89214832,4491,3389.441287038116,-0.011407361333452326,1
2024-07-17,621503.1539949164,5599121914.340201,2137,544789406.2840533,503823146.22018903,-40966260.06386429,5580,3446.7658893041003,0.016912699590107882,1
2024-07-16,821357.1604651109,6966751435.065071,2277,831753304.6757289,912540797.2718205,80787492.59609163,5074,3488.5387580277174,0.012119438936437632,0
2024-07-15,953901.5062758125,7778112882.172976,2184,556494578.0045931,528055920.3804468,-28438657.624146342,4916,3252.654184707363,-0.06761701379339535,0
2024-07-14,662221.6805248351,2073416081.7232587,1189,216764907.5411539,246681629.14919034,29916721.60803643,2204,3173.5042341380185,-0.02433395807690686,0
2024-07-13,533111.0525729154,2392602403.9472446,1218,270769726.52795106,253662825.8142018,-17106900.71374926,3094,3132.980838609695,-0.012769289888573399,0
2024-07-12,738161.5249335672,4755236543.62204,1726,627656643.9700749,394905581.9341932,-232751062.0358817,3790,3102.0902302291074,-0.009859814014788526,0
